"gene_id","gene_name","bmp4_rep1","bmp4_rep2","bmp4_rep3","bmp4_tgfb2_rep1","bmp4_tgfb2_rep2","bmp4_tgfb2_rep3","nontreated_rep1","nontreated_rep2","nontreated_rep3","tgfb2_rep1","tgfb2_rep2","tgfb2_rep3"
"ENSMUSG00000076539.3","Igkv4-81",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076540.3","Igkv4-80",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076541.3","Igkv4-79",0,0,0,0,0,0,0,0,0,1,1.5,0
"ENSMUSG00000076543.2","Igkv4-74",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076545.2","Igkv4-72",1,0,0,0,0,0,0,0,0,1,0,0
"ENSMUSG00000076547.2","Igkv4-70",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076548.1","Igkv4-69",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076549.2","Igkv4-68",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076550.3","Igkv4-63",0,0,0,0,0,0,0,0,0,0,7,0
"ENSMUSG00000076552.3","Igkv4-61",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076555.3","Igkv4-57-1",0,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076556.3","Igkv4-57",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076557.2","Igkv4-83",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076562.1","Igkv4-50",0,2,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076563.2","Igkv5-48",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076564.2","Igkv12-46",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076569.3","Igkv5-39",1,5,0,3,3,0,0,1,7,0,2,7
"ENSMUSG00000076570.6","Igkv12-38",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076571.2","Igkv5-37",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076572.6","Igkv18-36",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076573.6","Igkv1-35",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076575.6","Igkv7-33",0,0,0,0,0,0,0,0,0,0,0,1
"ENSMUSG00000076576.2","Igkv6-32",0,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076577.2","Igkv8-30",0,0,0,0,1,0,0,0,0,72.809,0,17
"ENSMUSG00000076578.3","Igkv6-29",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076580.3","Igkv8-27",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076581.1","Igkv8-26",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076583.1","Igkv8-24",0,0,0,0,0,0,0,0,2,1,0,0
"ENSMUSG00000076586.2","Igkv8-21",1,0,1,0,1,0,0,0,3.017,0,0,0
"ENSMUSG00000076587.3","Igkv6-20",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076589.2","Igkv8-18",0,6,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076591.3","Igkv8-16",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076594.2","Igkv6-13",3,3.601,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000076596.3","Igkv3-10",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076598.3","Igkv3-7",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076604.1","Igkj1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076605.2","Igkj2",0,0,0,0,0,0,0,0,0,0,0,1
"ENSMUSG00000076606.3","Igkj3",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076607.1","Igkj4",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076608.2","Igkj5",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076609.2","Igkc",2,5,5,2,14,7,30,23,7,127,8,41
"ENSMUSG00000076612.8","Ighg2c",4,3,6,8,7,2,3,2,3,2,5,4
"ENSMUSG00000076613.4","Ighg2b",5,5,0,2,6,0,3,6,0,7,6,2
"ENSMUSG00000076614.7","Ighg1",24,13,8,16,36,28,14,19,4,210,44,116
"ENSMUSG00000076615.4","Ighg3",3,1,4,0,3,0,1,1,1,0,9,0
"ENSMUSG00000076617.9","Ighm",1,5,2,1,5,10,16,0,13,4,4,4
"ENSMUSG00000076618.1","Ighj4",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076619.1","Ighj3",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076620.2","Ighj2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076621.1","Ighj1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076630.1","Ighd1-1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076632.1","Gm16968",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076633.7","Ighv5-2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076646.3","Ighv2-6-8",0,0,0,0,0,0,0,0,0,0,4,0
"ENSMUSG00000076652.4","Ighv7-3",0,1,0,0,1,0,0,0,0,7,0,8
"ENSMUSG00000076653.4","Ighv7-2",0,0,0,0,0,0,0,0,0,15,0,1
"ENSMUSG00000076655.2","Ighv4-1",0,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000076661.2","Ighv16-1",0,0,0,0,0,2,0,0,0,0,0,0
"ENSMUSG00000076665.4","Ighv7-1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076666.2","Ighv14-4",0,5,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000076668.4","Ighv7-4",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076670.4","Ighv3-5",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076671.5","Ighv13-2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076672.7","Ighv3-6",0,0,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076674.2","Ighv3-8",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076676.2","Ighv12-3",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076677.1","Ighv6-3",0,0,0,0,0,0,1,0,0,0,3,0
"ENSMUSG00000076680.1","Ighv6-6",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076688.2","Ighv15-2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076695.7","Ighv1-18",0,2,0,0,4.966,1,3,0,0,2,5.717,1
"ENSMUSG00000076709.2","Ighv1-47",0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000076710.2","Ighv1-49",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076731.3","Ighv8-12",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076733.2","Ighv8-13",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076744.2","Trgv7",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076745.4","Trgv4",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076746.3","Trgv6",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076747.3","Trgv5",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076749.2","Trgc1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076750.6","Trgv3",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076752.2","Trgc2",0,0,0,0,0,0,0,0,2,0,0,0
"ENSMUSG00000076754.2","Trgv2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076755.2","Trgv1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076757.9","Trgc4",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076758.6","Trav1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076759.3","Trav2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076760.2","Trav3-1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076761.1","Trav5-1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076762.1","Trav6-1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076764.3","Trav6-2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076770.3","Trav8d-1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076778.3","Trav13d-1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076795.6","Trav8d-2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076796.1","Trav16d-dv11",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076800.1","Trav6n-5",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076802.3","Trav6n-6",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076821.3","Trav8n-2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076822.2","Trav16n",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076823.3","Trav13n-4",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076824.3","Trav14n-3",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076826.5","Trav4-2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076831.3","Trav8-1",0,0,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076839.3","Trav13-1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076840.4","Trav14-1",0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000076846.3","Trav13-2",33,12,3,11,5,4,22,3,2,11,3,3
"ENSMUSG00000076848.3","Trav15-2-dv6-2",0,10,0,2,0,1,3,0,0,0,7,8
"ENSMUSG00000076855.5","Trav16",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076858.3","Trav3-4",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076861.10","Trav18",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076862.5","Trav19",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076863.8","Trav21-dv12",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076864.9","Trdv1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076865.6","Trdv2-1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076866.3","Trdv2-2",0,0,0,0,0,6,0,0,0,0,0,0
"ENSMUSG00000076867.2","Trdv4",5,0,14,22,29,24,4,0,0,32,14,13
"ENSMUSG00000076870.2","Trdj1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076871.1","Trdj2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076873.2","Trdv5",0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000076874.2","Traj59",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076875.1","Traj58",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076876.3","Traj57",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076877.1","Traj56",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076878.1","Traj53",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076879.1","Traj52",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076880.2","Traj51",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076881.1","Traj50",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076882.3","Traj49",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076883.2","Traj48",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076884.1","Traj46",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076885.1","Traj45",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076886.1","Traj44",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076887.1","Traj43",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076888.1","Traj42",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076889.1","Traj41",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076890.1","Traj40",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076891.1","Traj39",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076892.1","Traj38",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076893.1","Traj37",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076894.1","Traj35",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076895.1","Traj34",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076896.1","Traj33",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076897.1","Traj32",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076898.1","Traj31",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076899.1","Traj30",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076900.1","Traj29",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076901.1","Traj28",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076902.1","Traj27",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076903.1","Traj26",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076904.2","Traj25",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076905.2","Traj24",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076906.1","Traj23",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076907.1","Traj22",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076908.1","Traj21",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076909.2","Traj20",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076910.1","Traj19",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076911.1","Traj18",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076912.1","Traj17",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076913.1","Traj16",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076914.1","Traj15",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076915.3","Traj14",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076916.1","Traj13",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076917.1","Traj12",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076918.1","Traj11",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076919.1","Traj9",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076920.1","Traj8",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076921.1","Traj7",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076922.1","Traj6",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076923.1","Traj5",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076924.1","Traj4",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076925.2","Traj3",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076926.1","Traj2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076927.3","Traj1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076928.5","Trac",61,80,109,22,35,48,58,65,56,79,74,49
"ENSMUSG00000076934.2","Iglv1",0,0,0,0,0,0,0,0,1,0,1,0
"ENSMUSG00000076937.3","Iglc2",1,1,0,0,0,0,1,1,0,7,0,1
"ENSMUSG00000076939.2","Iglv3",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076940.3","Iglv2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076944.1","Gm22064",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076946.2","Mir582",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076948.2","Mir467e",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076950.1","Gm24933",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076952.1","Gm24934",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076956.2","Mir297a-3",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076958.1","Gm24935",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076959.1","Mir669l",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076961.1","Gm23251",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076964.1","Gm23252",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076966.2","Mir466b-2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076972.2","Mir193b",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076976.2","Mir297c",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076977.1","Gm26067",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076983.2","Mir297a-2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076987.1","Gm24115",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076994.2","Mir466b-3",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076999.1","Gm22426",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077001.2","Mir544",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077004.1","Gm23876",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077010.1","Gm22189",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077021.2","Mir467d",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077022.1","Gm22707",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077025.2","Mir493",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077038.1","Mir669f",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077039.1","Gm25537",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077040.1","Gm26209",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077042.2","Mir574",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077049.2","Mir467c",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077050.1","Gm24544",0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000077055.1","Gm24543",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077058.1","Gm24542",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077059.1","Gm24541",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077065.1","Gm25040",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077081.1","Gm23701",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077082.1","Gm23766",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077085.1","Gm23697",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077086.1","Mir669o",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077090.1","Gm22117",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077092.1","Mir742",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077095.1","Gm24342",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077096.1","Gm22015",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077104.1","Gm25263",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077107.1","Mir344c",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077110.1","Gm22427",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077111.2","Mir18b",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077113.2","Mir466p",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077119.1","Mir741",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077127.1","Mir743",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077131.1","Gm23578",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077138.2","Gm23577",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077142.1","Gm22937",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077143.1","Gm22936",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077144.1","Gm22938",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077146.1","Gm22939",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077148.1","Gm22935",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077149.1","Gm22934",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077150.1","Gm24581",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077152.1","Gm24579",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077153.1","Gm24580",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077155.1","Gm24582",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077156.1","n-R5s90",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077158.1","Gm24578",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077160.1","Gm24118",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077161.1","Gm24117",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077163.1","Gm24116",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077166.1","Gm24120",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077167.1","Gm24119",0,0,1,3,3,2,1,0,0,0,0,0
"ENSMUSG00000077169.1","Gm25396",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077171.1","Gm25761",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077172.1","Gm25762",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077174.1","Gm25757",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077175.1","Gm25758",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077176.1","Gm25759",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077177.1","Gm25760",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077178.1","Gm25756",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077180.1","Gm25094",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077181.1","Gm25093",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077184.1","Gm25092",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077185.1","Gm25091",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077188.1","Gm25090",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077190.1","Gm22269",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077191.1","Snord64",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077192.3","Snora17",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077194.1","Gm23431",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077196.1","Gm22267",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077197.1","Gm22268",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077199.2","Gm22266",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077200.1","Gm25613",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077201.1","Gm25614",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077202.1","Gm25612",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077204.1","Gm25610",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077205.1","Gm25611",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077207.1","Gm25609",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077208.1","Gm25607",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077209.1","Gm25608",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077212.1","Snord69",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077214.1","Gm23950",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077215.1","Gm23949",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077217.1","Gm23951",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077218.1","Gm23948",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077220.1","Snord78",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077221.1","Snord67",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077222.1","Gm22270",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077223.1","Gm22271",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077224.1","Gm23437",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077227.1","Gm22272",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077228.1","Gm22273",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077230.1","Gm25097",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077231.1","Gm25096",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077235.1","Gm25095",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077236.1","Gm22439",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077237.1","Gm22438",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077239.1","Snord66",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077240.1","Gm23271",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077241.1","Gm23272",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077243.1","Gm23270",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077244.1","Gm23274",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077246.1","Gm23273",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077248.1","Gm23275",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077250.1","Gm26075",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077251.1","Gm26074",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077252.1","Gm26077",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077253.1","Gm26076",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077254.1","Gm26079",0,0,0,0,0,0,0.837,0,0,0,0,0
"ENSMUSG00000077255.1","Gm26078",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077256.1","Gm26081",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077257.1","Gm26080",0,0,0,0,0,0,0,0,0,0,0,0
