"gene_id","gene_name","bmp4_rep1","bmp4_rep2","bmp4_rep3","bmp4_tgfb2_rep1","bmp4_tgfb2_rep2","bmp4_tgfb2_rep3","nontreated_rep1","nontreated_rep2","nontreated_rep3","tgfb2_rep1","tgfb2_rep2","tgfb2_rep3"
"ENSMUSG00000031118.8","1700080O16Rik",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000031119.4","Gpc4",1697,1635,1796,1183,1274,1372,2238,2645.677,2309.545,2000,2011.142,1929
"ENSMUSG00000031125.2","3830403N18Rik",1,0,0,0,0,0,1,1,0,1,1,1
"ENSMUSG00000031129.9","Slc9a9",68,67,77,23,50,45,142,54,86,75,127.003,53
"ENSMUSG00000031130.3","Brs3",0,0,0,0,0,0,0,0,0,2,0,0
"ENSMUSG00000031131.11","Vgll1",3,2,0,0,0,2,0,5,0,0,0,1
"ENSMUSG00000031132.1","Cd40lg",0,0,3,0,0,0,0,0,0,0,0,0
"ENSMUSG00000031133.12","Arhgef6",97,35,31,94.999,134.999,77,61,29,22.001,223.001,216.001,175
"ENSMUSG00000031134.16","Rbmx",838.256,923,851.001,201,275,318,1189.016,1259.001,1280.001,269.001,422.933,317
"ENSMUSG00000031137.17","Fgf13",446,601,1176,733,812,859.008,259,276,637.157,620,806,1159
"ENSMUSG00000031138.4","F9",0,0,0,0,4,5,0,0,0,0,0,1
"ENSMUSG00000031139.16","Mcf2",2,2,0,1,0,0,7,13,0,0,0,6
"ENSMUSG00000031142.17","Cacna1f",0,1,0,0,1,0,5,1,0,9,0,0
"ENSMUSG00000031143.4","Ccdc22",1948.228,1199.146,1037.147,1481,932.575,1014.143,1436.525,1140.031,1005.384,1826.175,1119,1262.014
"ENSMUSG00000031144.15","Syp",2,1.175,4,6,2,9,4,0,5,14.436,3.351,2
"ENSMUSG00000031145.15","Prickle3",267.754,241.836,243.227,275.115,302.857,333.083,272.655,215.813,179.551,360.853,323.011,377.086
"ENSMUSG00000031146.6","Plp2",9286.144,7436.035,7963.328,11031.247,8188.702,8933.771,7905.325,7061.096,7173.814,12799.806,9852.666,10212.918
"ENSMUSG00000031147.8","Magix",375,190,120,248,202,118,168,60,58,256,149,119
"ENSMUSG00000031148.14","Gpkow",2213,1833,1789.11,2029,1690,1790.097,2062.002,1926,1789,2409,1879.492,2162.439
"ENSMUSG00000031149.7","Praf2",905,872.651,1042,974.236,769.951,1117,775.258,844,924.795,1192.094,1011.918,1221
"ENSMUSG00000031150.13","Ccdc120",1423.024,870,993,2471,1494,1457.851,1210.002,892,847.173,2616.221,1548.173,1665.001
"ENSMUSG00000031153.16","Gripap1",931,790.048,717,775.999,575.003,602.999,956.999,946.999,866.001,638.719,692.031,793.001
"ENSMUSG00000031154.15","Otud5",4543,3542,3308.231,3672.196,3218,2876.999,4089.53,3257.204,3227.497,4165,2983.279,3746.69
"ENSMUSG00000031155.17","Pim2",350,234,258,250.004,175,207.001,218,316,243,338,279,232
"ENSMUSG00000031156.18","Slc35a2",1351,817.092,805.001,1041.999,821,725.442,1111.999,1131.999,965.999,1287.001,915,1031.108
"ENSMUSG00000031157.10","Pqbp1",2218.101,1373.829,1306.995,1836,1153,1345,1841,1622.287,1312.136,2262.236,1603.027,1743.627
"ENSMUSG00000031158.11","Timm17b",1150.717,741,737.343,777,571,784.558,813,1021.957,764.978,851.001,989.999,851.001
"ENSMUSG00000031160.4","Eras",0,0,0,0,0,7,0,0,0,0,0,0
"ENSMUSG00000031161.15","Hdac6",1054,874,826,1410,1162,1113.307,1031.001,914,891.807,1571.609,1203,1289.999
"ENSMUSG00000031162.14","Gata1",0,3,1,1,0,1,2,0,0,2,2,3
"ENSMUSG00000031163.2","Glod5",0,0,0,0,0,0,0,0,0,0,3,0
"ENSMUSG00000031165.6","Was",0,11,2,4,2,3,1,2,5,0,1,4
"ENSMUSG00000031166.13","Wdr13",1539.999,1073,781,1231,1073,733.999,1576.994,842.999,840.001,1527.999,1081.999,906.001
"ENSMUSG00000031167.16","Rbm3",13609.163,13285.617,15201.424,13315.086,10343.585,12050.167,11121.262,16238.732,15092.891,15844.248,11731.494,12841.544
"ENSMUSG00000031168.14","Ebp",2086,1913,1552.999,1502,1636,1230,1388.013,2041.972,1920,1695.221,2098.821,1647
"ENSMUSG00000031169.13","Porcn",222.001,146,124.001,375,246,184.999,58,54,79,380,290,270.001
"ENSMUSG00000031170.14","Slc38a5",0,3,0,0,3,1,2,0,2,4,3,6
"ENSMUSG00000031171.11","Ftsj1",1340.977,1014,1014,1167,858,776.001,1026,1282.247,1140.015,1144.187,1071,1022.169
"ENSMUSG00000031173.13","Otc",0,0,0,4,0,0,0,0,0,2,0,0
"ENSMUSG00000031174.17","Rpgr",116.999,124.001,173,162.999,78,95,83,105,102,218,139,141
"ENSMUSG00000031176.8","Dynlt3",6457.052,5183.462,4627.646,5927,4604.059,4781.072,5173.267,3875.33,3717.393,7100.952,5222.04,5721
"ENSMUSG00000031179.14","3830417A13Rik",15,10,26,21,35,12,0,0,1,19,14,4
"ENSMUSG00000031181.2","Ctag2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000031182.2","4930447F04Rik",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000031189.12","Aff2",78,93,87,30,100,80,110,63,70.001,58,89,112
"ENSMUSG00000031194.1","4931400O07Rik",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000031196.13","F8",14,30,10,25,43,20,31,22,11.999,15,40,19
"ENSMUSG00000031197.11","Vbp1",2342,2313,2452,2191,2113,2502,1673.245,2284.209,2330.607,2570,2277,2650.298
"ENSMUSG00000031198.4","Fundc2",2113.193,1714,1893.889,1716,1459,1488,2001.489,2210.998,2023,1997,1855.79,1812
"ENSMUSG00000031200.16","Mtcp1",33.85,39.638,32.187,43.292,27.498,37.266,70.017,66.874,53.629,61.439,31.841,23.184
"ENSMUSG00000031201.17","Brcc3",1028,852,967.915,953.248,625,690.001,1336,1226.001,1104,1128,776.111,824
"ENSMUSG00000031202.5","Rab39b",3,2,2,11,4,7,6.709,2,7,6.949,3,1.234
"ENSMUSG00000031204.3","Asb12",0,1,2,3,4,1,2,1,5,1,2,0
"ENSMUSG00000031207.16","Msn",18189.01,18248.246,22233.531,28156.726,27737.127,36843.253,19184.299,16066.131,16204.586,35523.17,27375.988,43632.062
"ENSMUSG00000031209.14","Heph",48,48,39,60,89,44,152,60,28,131,173.011,103
"ENSMUSG00000031210.10","Gpr165",0,0,1,0,6,0,0,0,1,0,0,1
"ENSMUSG00000031212.3","Pgr15l",0,0,0,5,3,0,3,6,0,4,0,8
"ENSMUSG00000031214.13","Ophn1",521.552,439,342,120,188,279,803.017,803,498,258,226,316
"ENSMUSG00000031216.13","Stard8",166,52,81,140,90,61,121,82,65,144,179,106
"ENSMUSG00000031217.8","Efnb1",3658,3126.001,2777,5270.006,4043.766,4353.077,2570.233,2431.191,2471.667,5001.043,3299,4306.367
"ENSMUSG00000031220.14","Awat2",8,4,0,6,7,9,17,23,4,14,25,11
"ENSMUSG00000031221.7","Igbp1",2334,1580,1442,2284.754,1514,1503,2252.003,2223.023,1766,2653.034,1702,1684
"ENSMUSG00000031224.6","Magee2",0,3,0,2,3,3,5,1,0,6,7,0
"ENSMUSG00000031226.13","Pbdc1",2142,1639,1583.997,1583.001,1188.994,1245.994,1786.995,2011.001,1833.504,1986,1519,1550.019
"ENSMUSG00000031227.8","Magee1",195,266,212,162,374,200,236,213,219,156,371,298
"ENSMUSG00000031229.16","Atrx",2984,3723.002,3551.999,2305,3036,2855,4539.162,4186.057,4050.998,2883.001,2797.045,4064
"ENSMUSG00000031230.3","Fgf16",1,0,0,0,2,0,1,0,0,2,0,1
"ENSMUSG00000031231.4","Cox7b",2946.401,2202.91,2418.024,2361.546,1585,2195,2737,3102.114,2357.111,2501,1791,2135.286
"ENSMUSG00000031232.17","Magt1",3382,2882.995,3387.07,2184,2178.536,2659,3504.999,3925.234,4045.49,2674,2241,3148.001
"ENSMUSG00000031233.6","Pgk2",0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000031239.5","Itm2a",721,211.016,377.003,657,608.076,612,315,159,144,559,423,431
"ENSMUSG00000031241.17","Tbx22",0,0,0,4,1,3,0,0,0,1,2,1
"ENSMUSG00000031242.7","2610002M06Rik",937,894,936,986,799,924,1456.106,1394.203,1308.043,1120.705,877,988
"ENSMUSG00000031245.8","Hmgn5",920,926,745,326,495,677,1769.242,2078.053,1741.341,576,830.63,973
"ENSMUSG00000031246.14","Sh3bgrl",3739.469,3103,3167.03,3344.525,4131,3456.908,5357.779,4160.487,3576.376,4317,5052.204,4294.665
"ENSMUSG00000031250.8","Tnmd",2,1,7,1,5,1,1,0,0,1,6,1
"ENSMUSG00000031253.15","Srpx2",9,16,25,216,405,286,8,4,12,158,281,255
"ENSMUSG00000031255.14","Sytl4",218,150,100,77,85,56.001,233,160,212,123,112,119
"ENSMUSG00000031256.11","Cstf2",2352.305,2595.449,2562.049,2245.69,1977.261,2171.446,2986.905,3313.43,3384.846,2674.566,2236.725,2532.468
"ENSMUSG00000031257.14","Nox1",12.696,8.564,30.952,23.31,13.739,9.553,44.044,27.57,35.002,34.435,49.231,41.681
"ENSMUSG00000031258.4","Xkrx",25,3,4,6,8,0,3,7,10,22,6,9
"ENSMUSG00000031262.12","Cenpi",686,911,916.999,95,407,480,684,1040,1052,186,631,637.143
"ENSMUSG00000031264.13","Btk",1,0,4,1,0,7,0,2,0,1,6,0
"ENSMUSG00000031266.7","Gla",2961.417,1140,873,2885.069,1276,900,1637,720.028,641,3303,1639,1197.875
"ENSMUSG00000031270.1","4930513O06Rik",0,0,0,1,0,0,0,0,0,3,0,0
"ENSMUSG00000031271.14","Serpina7",0,0,0,6,0,5,1,0,0,0,6,0
"ENSMUSG00000031273.16","Col4a6",2029,1690,1637,358,593,653,3066.998,1755.172,1764,659,751,784
"ENSMUSG00000031274.16","Col4a5",4054.735,3166.01,3344.36,1554,2110.092,1999.544,5402.731,2931,2814.161,2095,2181,2236
"ENSMUSG00000031278.12","Acsl4",5191.255,4640.108,4505.856,7091.299,6856,7798.93,9604.65,7012.497,5309.869,10954.182,8241.394,11601.256
"ENSMUSG00000031283.16","Chrdl1",5,6,3,0,0,3,2,0,5,4,0,11
"ENSMUSG00000031284.16","Pak3",2439.37,2529.999,2594.973,776,1553.004,1172,2002,1798.148,1993.194,1178.001,1570,1614
"ENSMUSG00000031285.14","Dcx",0,0,3,1,0,0,3,0,0,0,1,0
"ENSMUSG00000031286.6","Glt28d2",600.873,327.122,237.526,330.593,258.725,177.26,620.794,301.846,303.533,458.274,277.088,241.525
"ENSMUSG00000031289.10","Il13ra2",33,20,55,9,22,28,12,10,65,54,15,74
"ENSMUSG00000031290.14","Lrch2",4,1,1,6,3,9,5,4,1,2,3,0
"ENSMUSG00000031292.14","Cdkl5",270,297,234,66,90,132,597,489,483,118,154,210
"ENSMUSG00000031293.13","Rs1",0,0,0,2,0,2,0,1,1,0,0,0
"ENSMUSG00000031294.9","D630029K05Rik",0,3,2,7,7,27,0,0,0,12,8,3
"ENSMUSG00000031295.13","Phka2",745,632.67,672.791,412,466,471,751.999,788.999,728.027,522.001,607.001,467.001
"ENSMUSG00000031297.14","Slc7a3",17,4,1,2,0,1,3,2,3,2,0,0
"ENSMUSG00000031298.15","Adgrg2",1420.001,1204,1319,663,389,437.001,1786.499,947.97,1110.001,732,468,487
"ENSMUSG00000031299.10","Pdha1",8559.587,7428.584,7176.213,7688.405,5743.203,6757.025,11255.738,10660.673,9747.168,8995.379,6372.65,7583.414
"ENSMUSG00000031302.16","Nlgn3",2,0,0,1,1.075,0,0,0,0,0,0,1.104
"ENSMUSG00000031303.8","Map3k15",72.464,75.822,48.796,33.957,45.142,18.364,157.522,60.657,53.46,86.234,55.567,40.904
"ENSMUSG00000031304.18","Il2rg",1,18,10,9,14,5,14,2,7,11,22,17
"ENSMUSG00000031309.15","Rps6ka3",2702,3262.832,3078.931,2046.001,2283.005,2445.002,4350.999,3812.002,3771.927,2588,2070.005,3052.354
"ENSMUSG00000031310.16","Zmym3",674.999,651.999,685.001,759,645.001,686.073,1197.999,1115.001,967.015,1072.035,757.001,786.999
"ENSMUSG00000031311.17","Nono",16320.373,14990.457,14748.721,15569.163,12749.775,14314.448,17674.464,18590.665,16968.349,18466.931,14181.857,16166.367
"ENSMUSG00000031312.5","Itgb1bp2",11,14,8,8,7,11,7,16,14,9,17,15
"ENSMUSG00000031314.18","Taf1",2016,1961.274,1964,1620,1632,1511,2476.153,2197,2222.771,1892,1675,1814.62
"ENSMUSG00000031320.9","Rps4x",43312.32,28740.052,35204.731,42078.705,25973.867,34824.173,40456.867,40141.12,36378.22,51124.978,30573.217,37850.371
"ENSMUSG00000031323.8","Dmrtc1a",3,0,2,0,0,0,0,0,0,5,2,0
"ENSMUSG00000031325.15","4930519F16Rik",0,0,0,0,0,0,0,0,0,0,3,3
"ENSMUSG00000031326.2","Cdx4",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000031327.10","Chic1",126,114,99,96,74,66,252,83,90,227,97,155
"ENSMUSG00000031328.16","Flna",27427.883,31617.823,39434.423,51201.983,43054.341,50450.743,30510.131,27711.303,33514.854,57350.909,38116.376,55929.17
"ENSMUSG00000031329.4","Tsx",0,0,0,0,0,2,0,0,0,0,6,0
"ENSMUSG00000031330.8","Zcchc13",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000031333.7","Abcb7",1671,1973,1855.994,1183,1256,1163,2615.19,2586,2583,1405,1529.39,1596.762
"ENSMUSG00000031337.16","Mtm1",664,388,304.999,388,259.001,185,994.789,497.009,455.083,594,275,296
"ENSMUSG00000031340.8","Gabre",120,81,53,90,129.999,119,59,27,49,88,105,90
"ENSMUSG00000031342.17","Gpm6b",58,50,104,647,556.001,1090,43,9,16,908.001,574.106,1326.89
"ENSMUSG00000031343.13","Gabra3",10,0,1,0,1,9,1,0,2,2,1,0
"ENSMUSG00000031344.11","Gabrq",4,0,1,5,0,6,0,1,0,0,0,0
"ENSMUSG00000031347.12","Cetn2",1214.275,1042,950.714,858,716,750,1028.999,1376.999,1228,1086,1015,823
"ENSMUSG00000031349.4","Nsdhl",1046.786,2028.938,1346,559,1223,1082,905,2223,1786.201,674.996,1202,1051
"ENSMUSG00000031351.15","Zfp185",606,351,416,405,449,371,265,320,431.01,474,444,437
"ENSMUSG00000031352.10","Hccs",1013.999,765,806,982.635,493,652,1108,1069.656,824,1196,627,847
"ENSMUSG00000031353.13","Rbbp7",7720.656,8404.325,9224.945,6264,5721.041,7486.483,8918.905,10876.737,10313.717,7848.742,6927.356,9296.99
"ENSMUSG00000031354.16","Amelx",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000031355.16","Arhgap6",209,230,158,41,31,47,753,493,429,59,102,93
"ENSMUSG00000031357.3","Syap1",2274,1482,1502,2017,1701,1534,2034,1397.773,1300.059,2450.028,1677,1550
"ENSMUSG00000031358.17","Msl3",1552,1715,1712,1510.981,1257,1388,1663.538,1966.999,1986,1722.213,1569,1584.02
"ENSMUSG00000031360.14","Ctps2",1666.999,1816.4,1747.999,1876.004,1621.078,1877.001,1791.011,1839.011,1841.007,2257,1976.589,2224.001
"ENSMUSG00000031362.17","Xlr4c",0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000031364.2","Grpr",3,6,6,2,5,0,2,1,1,0,2,2
"ENSMUSG00000031365.13","Zfp275",3,9,3,12,12,2,2,14,5,4,10,8
"ENSMUSG00000031367.15","Ap1s2",823,996,1139,2293,2330.001,2309,845,712,904,3020.002,2674.999,2603
"ENSMUSG00000031370.12","Zrsr2",1164.999,1015,946,1123,791.001,1106.002,1338.022,1429.001,1326.999,1303.999,955.999,1321.427
"ENSMUSG00000031371.14","Haus7",897,786,852,448.575,541,708,624,903.951,850,485,693.981,678
"ENSMUSG00000031372.7","Trex2",785,397,456,285,198,72,359,228,266,325,205,79
"ENSMUSG00000031373.4","Car5b",1455,1054,1341,889,1077,1098,1491.266,865,1048,1220,1405,1471
"ENSMUSG00000031374.13","Zfp92",6,10,9,0,4,6,12.018,0,2,12,4,6
"ENSMUSG00000031375.17","Bgn",167,64,272,110,41,192,132,45,217,152,89.001,294
"ENSMUSG00000031376.15","Atp2b3",0,1,0,4,10,0,0,0,1,0,1,0
"ENSMUSG00000031377.11","Bmx",1,0,4,7,0,1,3,1,0,5,1,8
"ENSMUSG00000031378.14","Abcd1",485,475,459,412,473,381,768,931,778,459,372,468
"ENSMUSG00000031379.13","Pir",1,1,7,1,1,1,7,4,8,7,2,8
"ENSMUSG00000031380.10","Vegfd",1,3,23,9,6,2,8,0,4,4,2,1
"ENSMUSG00000031381.16","Piga",403,456,398,199.001,225,280.999,460,505,539,239,281,392
"ENSMUSG00000031382.14","Asb11",4,5,5,4,12,11,6,6,6,6,13,11
"ENSMUSG00000031383.8","Dusp9",135,179,221,320,204,420,115,191,214,303,222.726,452
"ENSMUSG00000031384.2","Asb9",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000031385.14","Plxnb3",52,32,69,46,156,83,162,57,44,31,37,18
"ENSMUSG00000031386.14","Hcfc1",4300,5172.597,4798.81,4286.186,4129,4486,6195.113,6575.578,6254.455,5036.002,3698,5004.812
"ENSMUSG00000031387.14","Renbp",18,2,12,11,2,3,7,4,2,2,5,3
"ENSMUSG00000031388.14","Naa10",1165.999,1260.001,1330.491,935,735.999,922,1163.028,2421.002,2106,835.999,1054,1154.002
"ENSMUSG00000031389.17","Arhgap4",38,19,17,5,8,5,38.999,20,12,21,9,7
"ENSMUSG00000031390.8","Avpr2",0,0,0,3,0,0,0,0,0,0,0,0
"ENSMUSG00000031391.18","L1cam",141,142,177,215,80,95,178.001,89,149,263,87.001,133.999
"ENSMUSG00000031392.18","Irak1",3187,3272.016,2802.22,3022.573,2706.046,2723.843,3439.842,3753.637,3409.54,3377.761,2780.867,3139.004
"ENSMUSG00000031393.16","Mecp2",1715,1481.007,1503.001,1883.01,1710.999,1882,2427,1392,1480,2341,1560,2318.001
"ENSMUSG00000031394.11","Opn1mw",0,1,0,0,1,0,2,0,0,0,2,2
"ENSMUSG00000031397.11","Tktl1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000031398.13","Plxna3",337,338,295,263.002,259.089,302,343,324.999,366,404,333.001,378
"ENSMUSG00000031399.15","Fam3a",948,714,692,1010.001,823,792.23,883.012,690.002,725,1076,778.641,782
"ENSMUSG00000031400.10","G6pdx",12918,8498.345,9270.325,13940.458,11354.885,7531.92,8510.007,7879.92,9075.334,14000.935,10500.851,8518.948
"ENSMUSG00000031402.12","Mpp1",5422.563,4007,3977.478,4420.999,3464.999,2698.495,3221.14,3007.117,2967,4371.698,3408.755,2871.024
"ENSMUSG00000031403.14","Dkc1",1060,1706.001,1943,1109,959.001,1427,1719.999,2890.84,2907.113,1200,955,1954.359
"ENSMUSG00000031409.1","Tceal6",0,2.641,0,0,3,0,0,0,0,0,0,0
"ENSMUSG00000031410.14","Nxf7",225,147,94,225,160.001,75,47,15,22,38,66,38
"ENSMUSG00000031411.11","Prame",0,0,0,0,0,0,0,0,1,5,0,0
"ENSMUSG00000031422.16","Morf4l2",7451.553,7500.044,8219.897,8705.115,7475.694,8746.996,6572.332,9389.592,9187.492,9953.327,7888.227,9942.007
"ENSMUSG00000031424.16","Kir3dl1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000031425.15","Plp1",17.034,1,7,15,11,1,7,4,13.007,13,12,27
"ENSMUSG00000031428.11","Zcchc18",0,5,1,6,1,8,0,2,0,1,0,0
"ENSMUSG00000031429.14","Psmd10",2584,2000.46,2031.612,2601,2172,1950.566,1719.371,1914.146,1525,2966.364,2734.943,2250
"ENSMUSG00000031430.8","Vsig1",0,0,0,11,1,0,0,0,0,3,2,1
"ENSMUSG00000031431.13","Tsc22d3",3331.001,1145.999,1288,3908.386,1607.938,1194.999,2540.627,952.002,913.651,4039.759,1649.999,1284
"ENSMUSG00000031432.3","Prps1",900.101,1057.205,1289.432,829.293,705.197,1104.636,864.963,1470.347,1446.239,874.521,961.305,1214.632
"ENSMUSG00000031433.15","Rbm41",236,250,223,213,224,220.001,361.999,249,197,276.999,211.001,289
"ENSMUSG00000031434.15","Morc4",601.999,789.001,890.999,905,670,1016,1044,1539,1106,1751,1028.001,1449
"ENSMUSG00000031438.11","Rnf128",1795.082,682,606.382,913,557,473,1776,761,649,993,667,693
"ENSMUSG00000031441.15","Atp11a",9123.717,7713.456,8205,12496.179,13833.001,11216.929,6744.016,4511.877,5347.683,11710.765,10109.019,10515.993
"ENSMUSG00000031442.21","Mcf2l",168,94,91,77,68,50.999,107,66,58,72,27,62
"ENSMUSG00000031443.7","F7",7,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000031444.16","F10",2,0,2,1,0,0,0,1,0,5,0,1
"ENSMUSG00000031445.5","Proz",14,0,0,1,1,0,6,4,5,0,5,2
"ENSMUSG00000031446.14","Cul4a",3796,3353,3692.999,4145.949,3268,3590,3863.501,3371.556,3664.69,4684,3331,4361.021
"ENSMUSG00000031447.7","Lamp1",42589.93,22157.778,21350.918,30850.334,21185.012,18523.565,35482.277,19004.39,18821.148,36518.954,20044.2,20467.016
"ENSMUSG00000031448.12","Adprhl1",11,22,31,18,17,29,12,25,28,16,24,32
"ENSMUSG00000031449.10","Atp4b",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000031450.8","Grk1",2,0,1,0,1,2,9,1,0,8,0,0
"ENSMUSG00000031451.6","Gas6",7067,3872.969,1965.338,986.186,1232,616,10502.645,6508,3794.708,1900,2964.871,1093
"ENSMUSG00000031452.15","1700029H14Rik",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000031453.16","Rasa3",985.919,900,1021.943,796,1026,1830.146,1021,839.115,799,1037.112,1272.842,2035
"ENSMUSG00000031458.8","Coprs",532,235.001,189,272,134,170,335,168,97.365,243,158.009,149
"ENSMUSG00000031461.4","Myom2",18,24,44,23,28,39,33,26,48,24,15,38
"ENSMUSG00000031465.6","Angpt2",4,4,16,11,14,7,8,10,3,19,20,11
"ENSMUSG00000031467.10","Agpat5",2176,1675,1652,1721,1002,1313,1814.998,1909.901,1917.294,1901,1011,1363.053
"ENSMUSG00000031471.3","Defb8",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000031478.16","Nek3",73,32,55,99,71,62,71,46,70,132.078,77,66
"ENSMUSG00000031479.9","Vps36",3483,2764.203,3133.885,3863.277,2721,2720.781,3117.796,3139,2911.015,4469,3017,3142.027
"ENSMUSG00000031480.15","Thsd1",214,116,153,275.001,198,114,38,21,29,232,146,69
"ENSMUSG00000031481.8","Tpte",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000031482.9","Slc25a15",546,397,464,627,412,353,614,672,627.186,581,404,374
"ENSMUSG00000031483.8","Erlin2",3317.093,2825.029,3071.998,3044.001,2540.999,2546,4047.104,3410.002,3137.197,3890.518,2876.999,3255
"ENSMUSG00000031485.15","Plpbp",3785.319,2941.674,2615.726,2295.002,1632.001,1997.085,3547.904,2988.306,2788.203,2874.55,2123.437,2361.972
"ENSMUSG00000031486.15","Adgra2",18,39,27,23,27,19,17,37,33,32,44,35
"ENSMUSG00000031487.5","Brf2",444.999,361,379.999,508,268,366.013,376,419.013,396.999,526,341,441
"ENSMUSG00000031488.14","Rab11fip1",1518,1433,1404,1150,1076,1058.549,1680,1447.12,1606.224,1292,937.001,1068.003
"ENSMUSG00000031489.15","Adrb3",1,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000031490.6","Eif4ebp1",3559.316,1151.983,1934.755,6766.995,1979.174,2986,3499,1764.261,1620,7671.81,2102.303,3242.749
"ENSMUSG00000031491.10","Chrna6",12,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000031492.13","Chrnb3",0,0,0,2,0,0,0,0,0,0,0,0
"ENSMUSG00000031493.10","Ggn",81,53,30,44,56,31,58,36,45,26,47,44.192
"ENSMUSG00000031494.7","Cd209a",0,0,0,0,0,1,1,0,0,0,0,0
"ENSMUSG00000031495.8","Cd209d",0,2,1,0,2,1,1,0,0,0,1,0
"ENSMUSG00000031497.9","Tnfsf13b",4,0,0,4,1,2,2,0,2,7,0,8
"ENSMUSG00000031502.11","Col4a1",7565.078,8556.57,10810.06,5993,6123,9319.615,11450.679,10659.413,11992.816,9222.8,7430.508,12003.351
"ENSMUSG00000031503.13","Col4a2",10919.558,10339.382,11765.682,6643.127,7379,9668,13653.473,10444.982,12304.367,9240.003,7448.606,11911.423
"ENSMUSG00000031504.6","Rab20",513.804,348.421,266.033,456.756,225.089,251.394,615.588,430.359,340.092,624.739,378.182,380.024
"ENSMUSG00000031505.11","Naxd",3040.999,1877.529,1664,2973.027,2046,2161.027,2282.799,1770.988,1703.021,3215.311,2167.329,2268.005
"ENSMUSG00000031506.11","Ptpn7",9,0,12,1,3,5,8,15,19,17,9,7
"ENSMUSG00000031508.14","Ankrd10",1007,921,1141,1593.003,1098.001,1587.001,647.001,839.999,1022.936,2090.999,1143,1808
"ENSMUSG00000031509.10","1700016D06Rik",0,0,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000031510.5","1700128E19Rik",1,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000031511.16","Arhgef7",1739,1781,1599.001,1807,1528,1679.717,2647.834,2663.665,2316.104,2619.008,1548.4,2084.178
"ENSMUSG00000031512.15","Tex29",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000031513.8","Leprotl1",3750,2323.987,2215,5594.075,2754.998,3008.209,3418.2,1880,1937,6092.067,2910,3236
"ENSMUSG00000031516.11","Dctn6",1139,719,882.001,1441.609,972.075,1132.001,910.999,858.999,834.63,1648.086,1054.999,1145.328
"ENSMUSG00000031517.8","Gpm6a",12,4,13,8,7,4,4,2,3,10,0,15
"ENSMUSG00000031518.6","Spata4",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000031519.4","Asb5",26,77,42,27,75,49,19,61,43,29,67,59
"ENSMUSG00000031520.6","Vegfc",447,422.246,740,1624.443,1608.813,2632.792,420,372,341,1653,1342,2601
"ENSMUSG00000031521.5","Aga",1701,754.017,902,1525,969,1035,1145.102,632,612,1810,1012,1211
"ENSMUSG00000031523.16","Dlc1",1977,1532,1601,2706,2881,2018,579,356,665,3214.693,2660.368,2698.059
"ENSMUSG00000031527.7","Eri1",1950.001,2300,2314.559,1606,1756,2229.935,2189.034,2441.269,2827.421,1907,2287.999,2929.572
"ENSMUSG00000031529.5","Tnks",2501,2635,2829.063,2356.687,2654.135,3170.698,3351.748,2623.953,3003.788,3213.062,2705,3745.72
"ENSMUSG00000031530.6","Dusp4",5944,3830.182,2952.034,10042,5449,6676.279,6182.234,3903.583,3351,12336.013,5185.683,8155.566
"ENSMUSG00000031532.7","Saraf",7495.001,4272,4497.001,7946.693,5768.03,6211,5073.074,3986.078,3788,9772,6383.399,7381.255
"ENSMUSG00000031533.4","Mrps31",759,406,564,810,427,604,652,585,588,754,452,581
"ENSMUSG00000031534.15","Smim19",758,600,601,908.542,658,785,657,498,419,1028.491,755.248,817.031
"ENSMUSG00000031535.7","Dkk4",0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000031536.6","Polb",832,644,733.18,1033,793,1009,570,716,610,1378.013,897,1003.999
"ENSMUSG00000031537.15","Ikbkb",1866.537,1739,1846.036,1737.01,1449.999,1707.001,1965.999,1814.999,1924.001,1722,1531.999,2132
"ENSMUSG00000031538.6","Plat",56,79,177,71,98,262,39,47,64,122,155,421.746
